Q46P,Q49,Q260,Q261,Q262,Q263,Q264,Q265,Q266,Q267,Q268,Q269,Q270,Q271,Q272,Q273,Q274,Q275,Q276,Q277,Q278,Q279,Q280,Q281,Q282,Q283,Q284,Q285,Q286,Q287P,Q288,Q289,Q290
3,8,Male,1969,48,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Self employed,"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,Yes,Just get by,Lower middle class,3,Do not belong to a denomination,840001
3,6,Male,1970,47,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,2,Upper secondary education (ISCED 3),Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Just get by,Upper middle class,5,Do not belong to a denomination,840001
4,10,Male,1969,48,I am born in this country,Not an immigrant,Immigrant,840,840,616,"Yes, I am a citizen of this country",2,No,1240,Married,1,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Just get by,Working class,5,Do not belong to a denomination,840001
4,8,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,1,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Spent some savings and borrowed money,Lower middle class,4,Do not belong to a denomination,840001
3,8,Male,1971,46,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,"Yes, own parent(s)",1240,Married,0,Bachelor or equivalent (ISCED 6),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Government or public institution,Yes,Save money,Working class,7,Do not belong to a denomination,840001
3,7,Female,1987,30,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,484,484,484,"Yes, I am a citizen of this country",3,No,1240,Living together as married,0,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Self employed,Full time (30 hours a week or more),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Just get by,Upper middle class,4,Do not belong to a denomination,840004
3,9,Male,1971,46,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1270,Living together as married,5,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper",Private business or industry,Yes,Spent some savings and borrowed money,Working class,6,Roman Catholic,840004
4,10,Male,1957,60,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1270,Married,2,Doctoral or equivalent (ISCED 8),Doctoral or equivalent (ISCED 8),Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Self employed,Self employed,"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)",Private business or industry,Yes,Spent some savings and borrowed money,Working class,6,Roman Catholic,840004
3,6,Female,1982,35,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,3,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Just get by,Upper middle class,5,Do not belong to a denomination,840004
3,8,Female,1983,34,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,484,484,484,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Lower secondary education (ISCED 2),Full time (30 hours a week or more),Self employed,"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Government or public institution,Yes,Just get by,Upper middle class,4,Roman Catholic,840004
3,8,Male,1988,29,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,218,218,218,"Yes, I am a citizen of this country",5,No,1240,Married,4,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,Yes,Save money,Lower middle class,10,Do not belong to a denomination,840004
4,9,Male,1978,39,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Save money,Working class,7,Roman Catholic,840004
3,9,Female,1989,28,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,"Yes, parent(s) in law",1240,Married,4,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Farm worker (for example: farm labourer, tractor driver)",Private non-profit organization,Yes,Just get by,Upper middle class,3,Other Christian (Evangelical/Pentecostal/Fee church/etc.),840004
4,10,Male,1972,45,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Save money,Working class,8,Do not belong to a denomination,840004
